country,year,disease_name,disease_category,prevalence_rate_pct,incidence_rate_pct,mortality_rate_pct,age_group,gender,population_affected,healthcare_access_pct,doctors_per_1000,hospital_beds_per_1000,treatment_type,average_treatment_cost_usd,availability_of_vaccines/treatment,recovery_rate_pct,dalys,improvement_in_5_years_pct,per_capita_income_usd,education_index,urbanization_rate_pct,outlier_mortality,disease_burden_score,mortality_prevalence_ratio,risk_level,health_infra_index
France,2021,Tuberculosis,Chronic,12.57,10.12,7.45,61+,Female,920650,98.0,1.84,8.71,Medication,9153,Yes,70.13,2035,6.95,96598,0.55,47.04,False,190570.6275,0.5926338397899928,High,5.275
India,2012,Diabetes,Respiratory,7.69,12.1,6.81,19-35,Female,554485,51.52,1.48,3.18,Medication,48653,No,73.37,2179,8.66,41393,0.78,46.2,False,114111.83309999999,0.8854505265895201,Medium,2.33
France,2008,Measles,Parasitic,4.97,13.85,6.89,19-35,Female,137152,74.81,0.75,9.2,Surgery,46844,No,65.29,3745,8.56,90600,0.43,64.03,False,128241.15849999999,1.3860390263528464,Medium,4.975
Mexico,2023,Tuberculosis,Cardiovascular,6.47,7.67,1.65,36-60,Male,993804,86.63,1.92,4.42,Surgery,7274,No,87.1,3565,7.74,42834,0.4,31.32,False,38058.1575,0.25498377375985165,Low,3.17
France,2003,Leprosy,Chronic,1.22,3.8,4.7,61+,Other,144220,51.76,0.98,0.97,Therapy,29644,Yes,54.12,4253,5.72,17006,0.41,84.51,False,24386.702,3.84930384930385,Medium,0.975
Saudi Arabia,2012,Alzheimer's Disease,Metabolic,0.22,3.85,2.57,61+,Female,798325,75.61,2.92,2.48,Medication,9258,Yes,51.12,834,5.68,55091,0.74,70.08,False,471.5436,11.628959276018099,Medium,2.7
Canada,2004,Measles,Bacterial,1.3,12.16,7.76,36-60,Male,372287,61.04,0.64,9.22,Surgery,5967,Yes,85.34,1722,2.72,33193,0.57,89.45,False,17371.536,5.9646425826287475,Medium,4.930000000000001
Argentina,2009,Hypertension,Cardiovascular,14.07,4.13,5.09,0-18,Male,471344,88.92,1.53,6.73,Vaccination,34775,No,83.36,1207,5.88,87740,0.77,28.64,False,86440.8741,0.3617369056925592,High,4.13
Russia,2023,COVID-19,Bacterial,18.91,12.69,8.17,61+,Male,687261,56.89,2.13,8.18,Vaccination,16314,No,96.17,2398,1.86,89970,0.43,65.12,False,370478.2906,0.43202368991592194,High,5.154999999999999
Indonesia,2009,Zika,Infectious,1.95,0.15,0.43,36-60,Male,975774,82.13,2.06,8.78,Vaccination,49079,No,94.32,3963,8.57,18222,0.66,47.35,False,3322.9755,0.22039979497693493,Low,5.42
South Africa,2024,Influenza,Respiratory,13.8,9.94,6.32,36-60,Other,651178,50.26,3.38,4.19,Therapy,1029,Yes,65.85,2804,9.04,96822,0.59,66.03,False,244553.66400000002,0.4579378305919861,High,3.785
UK,2017,COVID-19,Metabolic,15.64,5.51,4.1,36-60,Other,176710,75.8,0.97,2.35,Medication,9540,Yes,53.2,2549,3.09,51343,0.78,31.94,False,163452.076,0.26213157726488073,Medium,1.6600000000000001
Australia,2021,HIV/AIDS,Parasitic,7.52,6.62,5.62,0-18,Other,728821,57.56,3.05,7.12,Surgery,23659,No,53.98,865,8.3,40885,0.43,81.97,False,36556.976,0.7472410583698976,Medium,5.085
India,2024,Cancer,Metabolic,12.59,2.4,2.08,0-18,Other,630715,75.58,3.0,9.09,Medication,16305,No,89.32,4701,1.9,68975,0.73,49.83,False,123106.0272,0.16519736319593362,Medium,6.045
Germany,2000,Parkinson's Disease,Respiratory,1.72,3.54,1.05,0-18,Female,269784,70.41,0.85,3.91,Medication,27633,Yes,95.61,785,5.68,66853,0.61,48.28,False,1417.71,0.6101104009296922,Low,2.38
Indonesia,2003,COVID-19,Bacterial,11.32,7.23,8.61,19-35,Female,39495,51.36,2.81,2.57,Therapy,8245,Yes,91.64,3286,5.33,73466,0.79,48.68,False,320270.6472,0.7605335217736948,High,2.69
Germany,2010,Parkinson's Disease,Autoimmune,10.03,7.28,2.1,36-60,Other,50666,93.65,4.13,9.67,Medication,6948,No,50.88,1209,9.64,1578,0.86,89.1,False,25465.166999999998,0.20935101186322405,Medium,6.9
Italy,2009,Hepatitis,Autoimmune,11.25,3.05,0.77,0-18,Other,157715,68.59,3.61,8.57,Therapy,41717,No,52.78,249,0.79,73418,0.46,42.68,False,2156.9625,0.06843836103457471,Low,6.09
China,2016,Rabies,Bacterial,11.91,3.4,2.42,36-60,Other,639000,73.29,2.55,9.47,Vaccination,23861,Yes,59.37,4538,8.79,11629,0.59,32.91,False,130795.1436,0.20317353706657712,Medium,6.01
France,2000,Polio,Viral,11.92,10.76,3.25,19-35,Female,527396,51.29,4.11,4.95,Therapy,47360,Yes,88.74,1086,0.18,59941,0.87,44.24,False,42071.64,0.2726281352235551,Medium,4.53
UK,2021,Parkinson's Disease,Bacterial,18.06,6.9,5.76,0-18,Male,700537,64.4,4.92,6.04,Therapy,18450,Yes,60.63,2109,4.28,50355,0.46,20.11,False,219389.99039999995,0.31891921820497204,High,5.48
China,2010,Polio,Metabolic,14.63,1.71,1.54,19-35,Male,239323,81.45,0.98,1.82,Therapy,18890,No,60.48,2807,8.79,41896,0.74,77.6,False,63242.271400000005,0.10525596336545691,Low,1.4
France,2008,Hepatitis,Cardiovascular,19.01,8.32,2.06,0-18,Other,805236,52.44,4.4,3.08,Vaccination,35058,No,88.71,2438,2.75,54681,0.55,71.31,False,95473.54280000001,0.10835831886802376,Medium,3.74
Australia,2001,Parkinson's Disease,Genetic,16.84,1.39,2.73,61+,Male,321386,56.27,4.05,9.32,Surgery,19563,No,68.06,3385,3.45,29653,0.86,26.82,False,155619.282,0.1621043881004691,Medium,6.6850000000000005
Australia,2005,Cancer,Parasitic,6.0,11.93,9.66,61+,Female,160362,89.83,3.39,6.69,Medication,16296,Yes,93.15,4246,6.5,10007,0.78,67.25,False,246098.16,1.6097317113814364,Medium,5.04
Indonesia,2012,Rabies,Bacterial,5.61,12.78,8.21,36-60,Other,97719,84.26,2.9,3.95,Surgery,4857,No,89.54,4546,1.19,26081,0.41,44.8,False,209380.12260000006,1.463197291035466,Medium,3.425
Turkey,2020,HIV/AIDS,Autoimmune,0.34,9.43,5.99,19-35,Other,613491,58.96,2.06,6.08,Vaccination,24464,No,58.51,2283,4.9,78214,0.45,62.59,False,4649.5578000000005,17.565982404692082,Medium,4.07
Russia,2014,Hypertension,Autoimmune,7.92,5.3,4.23,19-35,Female,94142,69.72,1.97,1.94,Medication,23120,Yes,52.85,3247,1.6,16619,0.89,20.46,False,108779.69520000002,0.5340234818836006,Medium,1.955
Russia,2013,Measles,Parasitic,18.36,11.67,5.72,0-18,Other,16368,61.57,3.88,5.05,Medication,22296,Yes,90.68,2136,4.73,15934,0.79,73.43,False,224321.0112,0.3115298731005936,High,4.465
USA,2000,Cancer,Viral,16.87,4.94,3.83,36-60,Other,788317,61.37,3.21,1.06,Medication,40622,No,73.08,4108,8.01,43948,0.57,65.23,False,265426.5068,0.22701677434651174,Medium,2.135
Germany,2002,Hypertension,Bacterial,9.55,13.25,2.1,61+,Other,140790,74.31,0.68,3.0,Surgery,5400,No,88.8,414,3.35,65567,0.57,56.19,False,8302.770000000002,0.21987226468432625,Medium,1.84
Germany,2015,Polio,Neurological,15.11,6.04,3.52,36-60,Male,28842,98.25,3.09,0.58,Therapy,27960,No,54.63,2739,3.15,28420,0.52,66.27,False,145679.7408,0.23294288928595064,Medium,1.835
France,2012,Hepatitis,Infectious,6.36,5.39,6.57,61+,Female,584097,56.97,3.27,1.61,Medication,4320,No,71.37,4773,3.77,16290,0.84,65.39,False,199440.75960000002,1.0328564691086306,Medium,2.44
Turkey,2010,Malaria,Neurological,17.86,2.2,3.38,19-35,Male,213947,96.15,0.8,8.08,Therapy,35034,Yes,90.44,3089,8.38,12460,0.72,85.53,False,186473.0452,0.18923912434914059,Medium,4.44
Nigeria,2023,Tuberculosis,Respiratory,6.72,1.65,6.53,61+,Female,55826,51.66,1.54,4.44,Therapy,45185,Yes,53.55,2334,9.73,27892,0.46,84.48,False,102419.6544,0.9715816098794823,Medium,2.99
South Korea,2019,Cancer,Genetic,17.7,12.4,8.83,19-35,Male,946408,89.27,2.1,7.25,Vaccination,31767,Yes,70.55,1402,7.14,71179,0.82,71.11,False,219119.982,0.49884187334048924,High,4.675
Turkey,2005,Diabetes,Viral,7.0,14.54,8.77,61+,Male,490796,75.07,1.92,4.03,Medication,45570,Yes,86.94,2734,0.79,35497,0.56,23.03,False,167840.26,1.252678188830167,Medium,2.975
Indonesia,2001,Hepatitis,Cardiovascular,14.62,7.32,7.55,36-60,Male,45339,92.8,3.16,2.08,Medication,3241,No,70.23,3967,0.59,71605,0.46,69.39,False,437881.42699999997,0.5163805485260926,High,2.62
Germany,2012,Asthma,Chronic,6.56,2.47,4.75,0-18,Female,386502,77.58,0.53,4.58,Medication,38986,No,89.27,2891,6.54,89081,0.66,51.26,False,90083.55999999998,0.7239750038103948,Medium,2.555
Canada,2021,Asthma,Autoimmune,0.78,3.5,9.66,19-35,Female,642013,64.4,0.71,1.3,Therapy,23662,No,65.5,3708,2.01,28644,0.87,22.84,False,27939.0384,12.368758002560819,Medium,1.005
Saudi Arabia,2009,COVID-19,Genetic,18.88,1.44,5.79,36-60,Other,632006,58.47,4.76,6.45,Vaccination,11001,No,75.68,2097,5.58,30657,0.72,42.25,False,229233.97439999998,0.30665748636195117,High,5.605
South Africa,2019,Parkinson's Disease,Chronic,7.46,14.14,5.71,61+,Female,479429,61.97,1.89,5.64,Medication,7657,Yes,80.81,3850,2.48,23104,0.66,20.49,False,163996.91,0.7653129607291247,Medium,3.7649999999999997
Argentina,2022,Hypertension,Genetic,1.59,4.33,6.8,0-18,Male,580278,62.56,2.26,4.38,Vaccination,16632,No,72.67,2859,5.67,61798,0.43,68.82,False,30911.507999999998,4.274041483343809,Medium,3.32
Nigeria,2012,Measles,Viral,7.11,13.54,7.57,36-60,Other,677514,83.98,1.34,2.17,Vaccination,41700,Yes,68.67,1444,1.02,8397,0.47,24.22,False,77719.97880000001,1.0645478835606805,Medium,1.755
South Africa,2003,Measles,Metabolic,2.27,6.7,4.95,0-18,Female,687503,87.98,3.82,7.58,Medication,33225,Yes,67.73,1106,9.36,40458,0.55,46.11,False,12427.569000000001,2.179656538969617,Medium,5.7
Italy,2008,Zika,Infectious,16.53,13.83,9.68,61+,Other,171964,82.63,1.29,7.44,Surgery,5329,Yes,98.96,4353,8.36,71105,0.43,21.27,False,696525.2712000001,0.5855665114028188,High,4.365
South Africa,2016,Zika,Viral,17.37,0.41,7.05,0-18,Male,226080,82.26,4.46,1.11,Vaccination,15029,Yes,69.74,2306,8.92,11159,0.78,36.89,False,282389.301,0.4058488285072822,High,2.785
Brazil,2009,Cholera,Cardiovascular,13.45,14.84,7.46,19-35,Male,586441,76.47,1.53,5.59,Vaccination,10529,No,65.26,3494,7.16,95683,0.89,86.95,False,350577.47799999994,0.5546056055311873,High,3.56
India,2015,Malaria,Genetic,11.02,3.59,6.96,36-60,Male,62273,92.74,5.0,7.52,Surgery,17501,Yes,86.66,1567,3.53,79385,0.69,24.97,False,120187.64639999998,0.6315216405044914,High,6.26
Canada,2009,Leprosy,Autoimmune,6.94,1.79,4.28,36-60,Male,794761,69.53,1.09,8.92,Therapy,18574,No,80.13,834,7.24,34375,0.88,30.08,False,24772.468800000002,0.6166258464198242,Medium,5.005
South Africa,2007,Polio,Autoimmune,5.12,14.71,0.68,0-18,Other,467720,60.65,2.09,7.82,Medication,11566,No,50.98,2704,1.06,94261,0.47,35.89,False,9414.2464,0.13278656512399922,Low,4.955
Australia,2002,Tuberculosis,Metabolic,16.68,0.14,6.91,36-60,Other,180005,61.4,2.84,4.49,Surgery,9713,No,59.55,1348,0.72,49659,0.7,74.02,False,155368.86239999998,0.41424375037467775,High,3.665
Nigeria,2011,Rabies,Bacterial,15.91,13.82,1.14,19-35,Male,293298,50.65,3.41,6.42,Medication,27892,Yes,65.56,4563,6.66,44832,0.57,77.63,False,82760.9562,0.07164854503173905,Low,4.915
Argentina,2017,Tuberculosis,Chronic,1.24,1.04,6.46,19-35,Male,822038,92.68,2.05,2.61,Therapy,21809,Yes,91.68,1635,6.31,65620,0.61,56.77,False,13097.004,5.205479452054795,Medium,2.33
UK,2013,COVID-19,Respiratory,19.31,6.39,5.5,61+,Other,306547,83.97,3.02,1.37,Surgery,20629,No,96.23,3231,4.42,95014,0.81,48.4,False,343148.355,0.2848117653151054,High,2.1950000000000003
Nigeria,2002,HIV/AIDS,Infectious,13.86,9.66,7.59,19-35,Other,65749,94.31,1.97,4.3,Vaccination,49587,Yes,80.41,113,4.2,24014,0.75,32.34,False,11887.306199999999,0.5475795397157492,High,3.135
Nigeria,2008,Influenza,Parasitic,1.22,3.21,5.2,61+,Other,93510,81.51,3.49,5.51,Medication,9914,No,97.75,3858,7.02,94417,0.56,35.75,False,24475.152000000002,4.258804258804259,Medium,4.5
Brazil,2018,Parkinson's Disease,Neurological,0.18,13.64,0.76,19-35,Female,54158,83.25,1.09,3.94,Medication,9737,Yes,85.9,3525,6.42,7889,0.77,33.95,False,482.22,4.198895027624309,Low,2.515
China,2015,Ebola,Cardiovascular,5.21,6.65,8.41,0-18,Female,15548,85.21,2.17,8.25,Vaccination,23846,Yes,91.87,2089,3.48,94181,0.7,31.04,False,91531.8329,1.6138936864325464,Medium,5.21
USA,2006,Asthma,Neurological,5.66,13.24,1.14,19-35,Female,365148,84.68,3.3,8.72,Medication,33981,No,55.61,210,4.01,19460,0.43,59.47,False,1355.004,0.20137784843667192,Low,6.01
Brazil,2006,Dengue,Neurological,16.39,6.14,2.33,36-60,Female,598529,78.37,1.97,0.57,Medication,33124,No,60.58,3409,8.75,94758,0.52,73.04,False,130185.27830000002,0.14215118052589834,Medium,1.27
France,2015,Cancer,Neurological,14.81,5.82,3.95,36-60,Other,781744,54.59,1.94,4.85,Medication,24463,Yes,51.39,2873,6.86,82236,0.5,36.66,False,168069.06350000002,0.2666936736209574,Medium,3.3949999999999996
South Korea,2023,Alzheimer's Disease,Infectious,3.36,4.9,7.98,36-60,Female,306922,90.0,2.64,4.77,Medication,3349,No,91.98,2853,7.76,31772,0.68,86.77,False,76496.9184,2.37429336506992,Medium,3.705
South Korea,2022,Tuberculosis,Autoimmune,16.99,4.09,1.54,19-35,Male,440389,73.63,0.64,4.98,Medication,17539,Yes,52.09,341,8.27,55610,0.77,52.99,False,8922.128599999998,0.09063621917485729,Low,2.81
Argentina,2020,Cholera,Genetic,19.12,11.74,0.44,36-60,Other,127719,52.22,1.13,4.13,Vaccination,36851,Yes,55.52,1547,7.63,75932,0.43,59.65,False,13014.601600000002,0.023011348778829557,Low,2.63
Brazil,2001,HIV/AIDS,Autoimmune,2.7,11.39,4.93,0-18,Female,135507,69.82,4.85,4.9,Therapy,6421,Yes,72.33,4306,0.65,74286,0.74,63.78,False,57317.166,1.8252499074416881,Medium,4.875
South Africa,2019,Tuberculosis,Chronic,14.25,5.42,8.67,36-60,Male,26906,83.27,3.82,7.75,Medication,23239,Yes,73.92,4091,9.27,25599,0.83,58.44,False,505432.8225,0.6083783594133745,High,5.785
South Africa,2022,HIV/AIDS,Neurological,7.67,10.06,3.86,19-35,Male,591533,98.67,4.73,8.47,Surgery,46232,No,64.1,1890,1.8,95776,0.65,75.82,False,55955.71799999999,0.5031938469560683,Medium,6.6000000000000005
Saudi Arabia,2024,Dengue,Chronic,11.64,8.58,2.9,36-60,Female,787110,53.45,1.37,0.81,Vaccination,3800,No,94.52,3616,2.67,91054,0.78,36.47,False,122061.696,0.24911949145262433,Medium,1.09
France,2005,Influenza,Chronic,3.83,2.53,8.19,19-35,Other,493199,74.73,1.57,1.58,Therapy,5791,No,51.03,699,3.3,12103,0.42,65.62,False,21926.0223,2.137823022709475,Medium,1.5750000000000002
Canada,2014,Parkinson's Disease,Genetic,13.41,12.77,0.86,0-18,Female,22704,59.47,0.83,4.88,Therapy,24397,No,63.79,3791,9.63,69940,0.49,69.34,False,43720.0866,0.06412646335098054,Low,2.855
UK,2013,Asthma,Parasitic,6.24,7.7,9.59,19-35,Other,366708,98.39,0.84,2.1,Medication,34411,Yes,80.35,3332,8.01,49719,0.59,25.12,False,199392.2112,1.536612722320141,Medium,1.47
USA,2018,Parkinson's Disease,Viral,19.07,2.32,9.9,19-35,Male,928558,54.17,3.76,5.28,Therapy,32357,Yes,90.53,1448,7.98,76030,0.78,75.13,False,273372.264,0.5191127890514393,High,4.52
India,2015,HIV/AIDS,Genetic,17.49,10.33,8.94,19-35,Female,249175,51.99,3.06,5.76,Surgery,47515,No,72.46,1592,6.3,49806,0.9,47.77,False,248926.07519999996,0.5111200045737808,High,4.41
USA,2020,HIV/AIDS,Chronic,16.69,4.04,6.53,61+,Female,608522,99.49,2.64,2.45,Medication,17234,Yes,60.9,3946,5.96,1977,0.47,64.35,False,430057.57220000005,0.3912288059433227,High,2.545
South Korea,2004,Cancer,Chronic,14.38,0.5,4.3,0-18,Other,447046,82.27,3.03,4.42,Medication,36202,Yes,92.43,620,1.01,24043,0.81,26.8,False,38337.08,0.29900563243168066,Medium,3.7249999999999996
India,2013,Influenza,Chronic,2.86,4.57,0.21,0-18,Other,222488,66.46,0.76,8.92,Medication,21053,Yes,51.74,3528,5.64,71287,0.53,64.78,False,2118.9167999999995,0.07340090877315625,Low,4.84
Argentina,2001,Polio,Respiratory,14.78,1.65,1.64,19-35,Male,920075,84.69,1.69,9.93,Therapy,2157,Yes,67.52,1915,2.46,42034,0.7,49.27,False,46418.06799999999,0.11095325079493945,Low,5.81
Japan,2018,Cholera,Parasitic,7.49,11.07,8.26,0-18,Male,189883,88.82,3.45,8.42,Vaccination,12314,Yes,62.24,4341,1.15,1990,0.58,54.3,False,268566.3834,1.1026565211587236,Medium,5.9350000000000005
Turkey,2018,Dengue,Autoimmune,5.01,0.78,4.63,61+,Female,808136,67.57,1.88,0.65,Vaccination,5319,Yes,89.07,3979,9.06,17463,0.56,26.78,False,92298.0777,0.9239672720015965,Medium,1.265
Canada,2017,Tuberculosis,Autoimmune,1.97,3.41,7.06,0-18,Female,280587,57.4,0.71,1.97,Medication,44494,No,71.3,591,4.38,66396,0.57,40.79,False,8219.7462,3.5819381024860477,Medium,1.3399999999999999
Russia,2010,Rabies,Parasitic,8.58,3.88,1.35,36-60,Other,797641,57.87,4.89,5.34,Therapy,46542,Yes,64.69,1082,2.82,54100,0.54,78.68,False,12532.806,0.15732432117468828,Low,5.115
Brazil,2003,Polio,Genetic,17.18,1.85,7.42,19-35,Male,171262,83.02,3.83,8.11,Vaccination,14042,Yes,86.98,4343,8.82,61752,0.72,80.31,False,553626.5308,0.43187241720505204,High,5.97
South Africa,2023,Leprosy,Cardiovascular,11.64,14.13,1.66,19-35,Female,430616,54.95,2.61,6.72,Surgery,4187,No,93.79,2250,0.1,45135,0.74,75.45,False,43475.399999999994,0.14259943303839875,Low,4.665
Argentina,2003,COVID-19,Respiratory,9.92,14.79,1.14,0-18,Female,462987,78.47,3.28,3.65,Surgery,37358,No,74.75,2078,3.04,88105,0.71,69.29,False,23499.6864,0.1149077713940127,Low,3.465
India,2012,Alzheimer's Disease,Viral,9.76,14.27,1.19,61+,Other,448642,77.44,0.54,5.24,Vaccination,47153,No,76.12,1748,3.7,41132,0.46,51.16,False,20301.9712,0.1219137383464809,Low,2.89
Italy,2011,Cancer,Viral,19.36,1.71,3.6,61+,Male,682013,79.77,1.84,9.91,Surgery,38626,No,69.03,3094,9.42,92145,0.71,84.71,False,215639.424,0.18594080884251846,Medium,5.875
Germany,2001,Hepatitis,Bacterial,5.82,5.71,5.35,0-18,Male,271643,97.65,4.63,7.2,Therapy,4625,Yes,58.42,3562,5.51,47149,0.69,75.91,False,110909.994,0.9190860676859645,Medium,5.915
South Africa,2014,Tuberculosis,Parasitic,5.03,1.31,7.43,0-18,Other,10401,75.26,3.41,3.7,Therapy,339,No,68.22,1411,1.89,43711,0.57,57.97,False,52733.1619,1.4768435698668254,Medium,3.555
China,2017,COVID-19,Neurological,16.74,14.88,8.98,0-18,Female,372203,66.63,0.7,9.26,Medication,40163,No,91.33,3276,6.12,601,0.63,71.29,False,492465.3552,0.5364076220058539,High,4.9799999999999995
Argentina,2011,Tuberculosis,Metabolic,9.67,3.34,5.96,0-18,Male,111443,82.66,3.64,6.13,Surgery,42586,Yes,68.94,4003,2.39,34219,0.7,63.46,False,230705.69960000002,0.6162754627236067,Medium,4.885
India,2022,Parkinson's Disease,Chronic,13.13,0.97,1.15,61+,Male,12094,79.03,3.09,2.89,Medication,34882,No,72.3,181,3.6,15727,0.83,26.26,False,2733.0094999999997,0.08757901149950498,Low,2.99
Turkey,2005,Parkinson's Disease,Metabolic,5.87,8.65,2.05,36-60,Male,531793,72.32,1.45,2.08,Therapy,5201,Yes,83.02,3685,3.55,98930,0.45,46.66,False,44343.447499999995,0.34917390563788103,Medium,1.7650000000000001
Canada,2005,Cancer,Autoimmune,9.53,3.45,7.01,61+,Other,992809,89.97,2.11,4.32,Therapy,42630,No,79.83,1421,9.02,75663,0.7,60.84,False,94930.33129999999,0.7354947015003673,Medium,3.215
Indonesia,2012,Influenza,Chronic,9.63,13.47,0.51,36-60,Male,470892,76.51,1.95,5.87,Surgery,28060,No,64.72,2281,8.3,40637,0.71,40.65,False,11202.6753,0.052954002699615824,Low,3.91
China,2006,Rabies,Metabolic,18.63,1.52,7.7,19-35,Other,89021,63.44,3.61,4.22,Surgery,435,No,56.1,1175,0.79,48163,0.74,34.13,False,168554.925,0.41328967849283454,High,3.915
Germany,2008,Cancer,Parasitic,11.51,12.13,2.29,0-18,Female,238097,90.03,2.09,1.99,Surgery,16244,Yes,59.87,4444,5.59,41178,0.5,80.26,False,117134.5076,0.1989401442098862,Medium,2.04
Brazil,2015,Zika,Genetic,4.27,11.78,3.39,19-35,Other,973080,79.66,1.81,4.55,Vaccination,23062,Yes,65.58,3768,1.27,71205,0.77,69.05,False,54542.9304,0.7937251229220323,Medium,3.1799999999999997
Japan,2012,Parkinson's Disease,Bacterial,13.14,1.86,1.8,36-60,Female,886656,77.29,1.1,2.82,Surgery,17055,No,54.18,2464,7.05,38720,0.72,62.96,False,58278.528000000006,0.1369758770261015,Low,1.96
Nigeria,2021,Tuberculosis,Metabolic,11.26,5.08,9.78,61+,Female,199976,85.08,1.52,3.45,Therapy,24937,Yes,97.22,4387,9.29,73617,0.4,40.26,False,483108.7235999999,0.8684841488322529,High,2.4850000000000003
South Korea,2020,Malaria,Autoimmune,8.15,2.93,5.21,61+,Female,216600,60.66,4.47,9.62,Medication,6725,Yes,80.87,4119,7.14,78954,0.43,43.69,False,174898.9185,0.6391853760274813,Medium,7.045
Russia,2016,Leprosy,Bacterial,5.89,3.06,7.77,36-60,Male,228037,54.4,2.8,8.5,Vaccination,44111,No,69.81,4736,8.17,35931,0.64,46.7,False,216744.46079999997,1.3189611271430997,Medium,5.65
South Korea,2002,Ebola,Cardiovascular,15.32,5.1,6.31,36-60,Other,350055,62.41,0.63,0.87,Medication,17268,Yes,62.02,3404,7.97,58656,0.41,52.54,False,329061.9568,0.4118530122054696,High,0.75
India,2014,Influenza,Chronic,17.12,4.56,6.94,19-35,Female,822545,85.85,3.34,7.94,Therapy,35779,No,67.34,4390,4.05,61578,0.89,31.54,False,521588.19200000004,0.40535015478067865,High,5.640000000000001
Saudi Arabia,2014,Cancer,Metabolic,2.93,12.47,0.8,61+,Other,827249,78.36,4.51,2.63,Medication,14156,Yes,79.66,199,0.78,17068,0.44,34.43,False,466.4560000000001,0.2729443875810304,Low,3.57
Canada,2024,COVID-19,Chronic,8.82,13.95,5.11,36-60,Female,217041,78.91,1.43,6.29,Therapy,10081,Yes,53.88,3061,1.07,76713,0.63,68.61,False,137959.88220000002,0.5792993991610929,Medium,3.86
Nigeria,2011,COVID-19,Genetic,18.26,4.24,9.02,19-35,Male,817914,97.21,2.76,8.65,Therapy,18256,Yes,62.4,3734,7.89,86276,0.51,82.63,False,615009.2168,0.4939488527462898,High,5.705
China,2000,Rabies,Chronic,12.43,4.68,1.67,19-35,Male,904291,96.34,4.97,4.25,Vaccination,44786,Yes,59.97,2413,8.64,79288,0.46,79.24,False,50089.2953,0.13434156544123563,Low,4.609999999999999
India,2021,Malaria,Autoimmune,5.39,2.1,9.7,36-60,Other,212097,91.49,4.47,1.95,Surgery,25365,No,52.57,4264,2.35,55175,0.58,27.56,False,222934.71199999997,1.7992951214987942,Medium,3.21
Saudi Arabia,2006,HIV/AIDS,Infectious,10.42,14.3,2.23,36-60,Female,478081,86.55,4.78,8.65,Therapy,33072,No,78.1,4350,1.98,9319,0.78,45.41,False,101079.20999999999,0.213990979752423,Medium,6.715
Saudi Arabia,2011,Rabies,Viral,4.7,5.36,4.93,36-60,Other,797377,83.63,2.5,2.64,Therapy,19504,Yes,56.89,1757,5.54,82403,0.58,45.69,False,40711.447,1.0487130397787703,Medium,2.5700000000000003
Nigeria,2001,Hepatitis,Infectious,8.32,0.22,7.62,19-35,Male,902107,53.5,4.56,7.77,Medication,39246,Yes,91.92,1370,5.92,24623,0.4,83.44,False,86855.808,0.9157553178704483,Medium,6.164999999999999
Australia,2011,HIV/AIDS,Respiratory,14.57,13.13,0.59,61+,Other,874758,58.91,0.54,8.96,Medication,43916,Yes,56.19,3210,0.85,26271,0.5,55.48,False,27594.123,0.04049138700157848,Low,4.75
Saudi Arabia,2008,Rabies,Neurological,16.73,8.02,4.01,36-60,Other,801825,92.37,1.64,2.68,Surgery,4970,No,68.13,876,6.27,67201,0.84,22.67,False,58768.474799999996,0.23967485505947042,Medium,2.16
Italy,2010,Asthma,Genetic,7.27,2.25,7.85,0-18,Other,537666,93.95,2.77,4.4,Surgery,32537,No,67.68,2307,1.55,49007,0.42,57.8,False,131659.33649999998,1.0796314124604593,Medium,3.585
Italy,2014,Parkinson's Disease,Parasitic,17.5,7.85,1.83,19-35,Other,576702,50.61,1.71,1.44,Vaccination,7463,Yes,67.55,4843,4.35,46144,0.89,65.87,False,155097.07499999998,0.1045654534026627,Low,1.575
South Africa,2015,Malaria,Infectious,9.35,5.84,9.15,19-35,Male,297458,74.04,3.07,9.89,Vaccination,32475,No,94.08,3376,9.43,81292,0.49,35.68,False,288825.24,0.9785049727301894,Medium,6.48
